,CD #.1,County.1,"County Pop.
in CD","% of CD
in County"
0,1,Bristol,49875,0.095
1,1,Newport,82888,0.157
2,1,Providence,393520,0.748
3,2,Kent,166158,0.316
4,2,Providence,233147,0.443
5,2,Washington,126979,0.241
