,State,County,TotalPop,UnderEighteen,SixtyFivePlus,PedAshtma,AAshthma,COPD,HeartDisease,Diabetes,Poverty,LC
1848,NY,Herkimer County,"62,240","12,990","12,448","1,161","4,555","2,877","4,228","5,824","8,679",37
1849,NY,Jefferson County,"114,187","27,383","14,936","2,449","7,914","4,119","5,665","8,001","16,133",69
1850,NY,Kings County,"2,648,771","605,655","356,714","54,176","186,719","99,106","136,595","193,115","518,422","1,591"
1851,NY,Lewis County,"26,551","6,086","4,638",544,"1,894","1,165","1,676","2,338","3,267",16
1852,NY,Livingston County,"63,799","11,337","10,957","1,014","4,834","2,831","4,023","5,632","6,966",38
1853,NY,Madison County,"70,965","13,711","12,541","1,226","5,287","3,180","4,553","6,358","7,179",42
1854,NY,Monroe County,"747,642","156,669","124,996","14,014","54,401","31,790","45,289","63,256","105,493",450
1855,NY,Montgomery County,"49,258","11,278","9,019","1,008","3,506","2,152","3,129","4,330","8,632",29
1856,NY,Nassau County,"1,369,514","295,261","238,107","26,411","99,260","60,070","86,177","120,243","83,380",825
1857,NY,New York County,"1,664,727","239,543","266,384","21,427","129,928","69,023","96,434","135,001","262,605","1,000"
1858,NY,Niagara County,"211,328","42,453","39,168","3,797","15,621","9,636","13,932","19,370","25,656",127
1859,NY,Oneida County,"231,332","49,347","42,320","4,414","16,786","10,194","14,769","20,467","35,154",139
1860,NY,Onondaga County,"465,398","99,681","77,203","8,916","33,697","19,793","28,177","39,402","61,647",280
1861,NY,Ontario County,"109,899","22,480","21,267","2,010","8,088","5,064","7,387","10,221","9,905",66
1862,NY,Orange County,"382,226","97,396","52,106","8,712","26,264","14,949","20,729","29,439","40,379",231
1863,NY,Orleans County,"40,983","8,102","7,137",724,"3,042","1,845","2,635","3,690","5,845",24
1864,NY,Oswego County,"118,478","24,948","18,786","2,231","8,639","5,085","7,167","10,099","18,492",71
1865,NY,Otsego County,"60,094","9,670","12,356",864,"4,637","2,809","4,118","5,657","7,227",36
1866,NY,Putnam County,"99,323","19,847","16,583","1,775","7,379","4,521","6,403","9,032","5,305",60
1867,NY,Queens County,"2,358,582","473,915","354,809","42,392","173,187","97,116","135,505","191,210","285,222","1,420"
1868,NY,Rensselaer County,"159,722","31,445","26,343","2,812","11,818","6,886","9,753","13,676","17,698",96
1869,NY,Richmond County,"479,458","104,843","75,801","9,378","34,548","20,178","28,490","40,053","56,434",288
1870,NY,Rockland County,"328,868","91,816","50,897","8,213","21,832","12,849","18,353","25,607","43,147",198
1871,NY,St. Lawrence County,"109,623","22,224","18,349","1,987","8,036","4,656","6,627","9,253","18,544",66
1872,NY,Saratoga County,"229,869","46,829","40,141","4,188","16,924","10,252","14,675","20,513","14,898",138
1873,NY,Schenectady County,"155,565","33,530","26,226","2,999","11,246","6,644","9,489","13,248","19,369",93
1874,NY,Schoharie County,"31,420","5,522","6,615",493,"2,394","1,514","2,230","3,067","4,186",18
1875,NY,Schuyler County,"18,000","3,465","3,708",309,"1,348",870,"1,279","1,766","2,464",10
1876,NY,Seneca County,"34,498","6,884","6,468",615,"2,547","1,553","2,252","3,120","3,810",20
1877,NY,Steuben County,"96,281","20,897","18,463","1,869","6,973","4,367","6,380","8,819","12,161",58
1878,NY,Suffolk County,"1,492,953","319,381","244,461","28,569","108,548","65,008","92,167","129,562","102,014",900
1879,NY,Sullivan County,"75,485","15,931","13,960","1,425","5,508","3,405","4,934","6,851","10,891",45
1880,NY,Tioga County,"48,578","10,281","9,572",919,"3,550","2,263","3,315","4,582","4,764",29
1881,NY,Tompkins County,"104,802","15,466","14,454","1,383","8,106","4,017","5,466","7,726","17,027",63
1882,NY,Ulster County,"179,417","32,078","34,540","2,869","13,617","8,380","12,148","16,855","23,481",108
1883,NY,Warren County,"64,532","11,827","13,933","1,057","4,882","3,152","4,667","6,409","6,184",38
1884,NY,Washington County,"61,620","11,835","11,641","1,058","4,606","2,852","4,129","5,738","6,823",37
1885,NY,Wayne County,"90,670","19,550","16,561","1,748","6,594","4,126","5,963","8,307","10,866",54
1886,NY,Westchester County,"980,244","217,479","162,696","19,453","70,420","41,972","59,810","83,717","81,192",590
1887,NY,Wyoming County,"40,493","7,663","6,964",685,"3,033","1,814","2,581","3,619","4,128",24
1888,NY,Yates County,"24,955","5,516","4,994",493,"1,793","1,124","1,659","2,276","3,311",15
1889,NC,Alamance County,"162,391","36,657","27,212","4,212","11,665","10,063","12,119","14,808","22,721",110
1890,NC,Alexander County,"37,286","7,596","7,405",872,"2,773","2,535","3,098","3,722","4,182",25
1891,NC,Alleghany County,"11,031","1,918","2,960",220,860,874,"1,095","1,272","2,274",7
1892,NC,Anson County,"24,991","4,924","4,445",565,"1,859","1,610","1,942","2,364","5,039",17
1893,NC,Ashe County,"26,957","4,823","6,722",554,"2,083","2,060","2,566","3,007","4,267",18
1894,NC,Avery County,"17,536","2,696","3,719",309,"1,378","1,243","1,517","1,816","2,806",12
1895,NC,Beaufort County,"47,088","9,662","10,978","1,110","3,514","3,417","4,240","4,989","10,260",32
1896,NC,Bertie County,"19,224","3,444","4,200",395,"1,476","1,380","1,696","2,020","4,896",13
1897,NC,Bladen County,"33,478","6,993","6,948",803,"2,478","2,307","2,833","3,382","6,869",22
1898,NC,Brunswick County,"130,897","20,670","39,910","2,375","10,440","11,103","14,062","16,094","15,429",89
1899,NC,Buncombe County,"257,607","48,446","49,934","5,567","19,393","17,163","20,841","25,101","28,715",176
1900,NC,Burke County,"89,293","17,156","17,794","1,971","6,746","6,165","7,527","9,065","14,482",61
1901,NC,Cabarrus County,"206,872","53,562","26,896","6,155","14,162","11,453","13,530","16,973","22,816",141
1902,NC,Caldwell County,"81,981","16,785","15,861","1,928","6,104","5,573","6,799","8,211","13,222",56
1903,NC,Camden County,"10,581","2,472","1,665",284,757,656,788,973,848,7
1904,NC,Carteret County,"68,881","12,361","16,698","1,420","5,324","5,227","6,495","7,647","9,050",47
1905,NC,Caswell County,"22,646","4,244","4,724",487,"1,725","1,606","1,970","2,362","4,117",15
1906,NC,Catawba County,"157,974","35,595","27,317","4,090","11,399","10,028","12,125","14,782","19,427",108
1907,NC,Chatham County,"71,472","14,542","16,959","1,671","5,358","5,264","6,545","7,692","7,305",48
1908,NC,Cherokee County,"28,087","4,879","8,092",560,"2,194","2,295","2,896","3,330","4,760",19
1909,NC,Chowan County,"14,105","2,911","3,388",334,"1,050","1,031","1,283","1,502","2,434",9
1910,NC,Clay County,"11,074","1,984","3,342",227,860,917,"1,163","1,327","1,685",7
1911,NC,Cleveland County,"97,334","21,537","17,693","2,474","7,066","6,306","7,656","9,279","17,958",66
1912,NC,Columbus County,"55,936","11,933","10,991","1,371","4,095","3,707","4,525","5,425","12,220",38
1913,NC,Craven County,"102,578","22,577","18,927","2,594","7,363","6,369","7,709","9,259","15,942",70
1914,NC,Cumberland County,"332,546","81,988","39,113","9,421","22,736","16,899","19,583","24,755","58,888",228
1915,NC,Currituck County,"26,331","5,908","4,164",678,"1,910","1,661","1,997","2,470","2,785",18
1916,NC,Dare County,"36,099","6,894","7,452",792,"2,748","2,577","3,162","3,803","3,364",24
1917,NC,Davidson County,"165,466","36,710","29,586","4,218","12,032","10,762","13,058","15,881","24,941",113
1918,NC,Davie County,"42,456","9,070","8,673","1,042","3,136","2,942","3,613","4,329","5,117",29
1919,NC,Duplin County,"59,039","14,282","10,521","1,641","4,166","3,709","4,504","5,448","12,119",40
1920,NC,Durham County,"311,640","65,988","39,429","7,583","22,401","17,034","19,843","25,045","47,090",213
1921,NC,Edgecombe County,"52,747","12,107","9,965","1,391","3,791","3,437","4,192","5,047","13,222",35
1922,NC,Forsyth County,"376,320","87,349","58,535","10,037","26,727","22,468","26,874","33,091","60,638",257
1923,NC,Franklin County,"66,168","14,750","10,821","1,695","4,793","4,162","5,009","6,159","10,129",45
1924,NC,Gaston County,"220,182","50,111","34,831","5,758","15,784","13,440","16,112","19,843","32,751",150
1925,NC,Gates County,"11,544","2,359","2,296",271,864,807,989,"1,193","1,802",7
1926,NC,Graham County,"8,541","1,765","1,989",202,635,616,764,898,"1,518",5
1927,NC,Granville County,"59,557","12,156","9,953","1,396","4,423","3,849","4,633","5,702","7,037",41
1928,NC,Greene County,"21,015","4,297","3,361",493,"1,546","1,298","1,552","1,913","5,107",14
1929,NC,Guilford County,"526,953","118,163","78,185","13,578","37,688","30,930","36,766","45,558","73,862",359
1930,NC,Halifax County,"51,310","10,934","10,320","1,256","3,775","3,485","4,268","5,114","14,009",35
1931,NC,Harnett County,"132,754","35,076","16,106","4,030","8,932","6,898","8,066","10,158","21,178",91
1932,NC,Haywood County,"61,084","11,189","14,927","1,285","4,685","4,583","5,698","6,683","8,779",41
1933,NC,Henderson County,"115,708","22,234","29,303","2,555","8,777","8,719","10,884","12,674","12,263",79
1934,NC,Hertford County,"23,906","4,585","4,587",526,"1,795","1,596","1,939","2,340","5,225",16
1935,NC,Hoke County,"54,116","14,962","5,140","1,719","3,561","2,573","2,944","3,807","8,464",37
1936,NC,Hyde County,"5,363",901,"1,058",103,416,373,453,548,"1,016",3
1937,NC,Iredell County,"175,711","40,913","27,259","4,701","12,542","10,720","12,851","15,873","19,691",120
1938,NC,Jackson County,"42,973","7,354","8,218",845,"3,272","2,793","3,371","4,059","6,656",29
1939,NC,Johnston County,"196,708","50,573","25,622","5,811","13,532","11,025","13,039","16,376","29,365",135
1940,NC,Jones County,"9,597","1,809","2,082",207,732,695,856,"1,022","2,115",6
1941,NC,Lee County,"60,430","14,657","9,615","1,684","4,245","3,632","4,363","5,353","8,760",41
1942,NC,Lenoir County,"56,883","12,711","11,013","1,460","4,126","3,773","4,609","5,540","13,882",38
1943,NC,Lincoln County,"82,403","17,576","14,385","2,019","6,069","5,403","6,541","8,001","10,218",56
1944,NC,McDowell County,"45,159","9,278","9,068","1,066","3,354","3,085","3,774","4,529","7,138",31
1945,NC,Macon County,"34,732","6,567","9,778",754,"2,653","2,747","3,463","3,976","5,585",23
1946,NC,Madison County,"21,746","3,955","4,656",454,"1,657","1,526","1,872","2,230","3,619",14
1947,NC,Martin County,"22,789","4,628","5,107",531,"1,707","1,644","2,033","2,410","4,645",15
1948,NC,Mecklenburg County,"1,076,837","257,248","117,564","29,561","74,834","55,776","64,438","82,535","120,634",736
1949,NC,Mitchell County,"15,072","2,768","3,759",318,"1,156","1,143","1,423","1,665","2,466",10
1950,NC,Montgomery County,"27,435","6,184","5,475",710,"1,983","1,827","2,238","2,675","4,719",18
1951,NC,Moore County,"97,264","20,739","23,140","2,383","7,147","6,927","8,609","10,047","10,303",66
1952,NC,Nash County,"93,991","20,935","16,956","2,405","6,807","6,056","7,348","8,910","14,560",64
1953,NC,New Hanover County,"227,198","42,857","39,318","4,924","16,971","14,269","17,112","20,868","34,283",155
1954,NC,Northampton County,"19,862","3,545","4,999",407,"1,538","1,530","1,907","2,234","4,647",13
1955,NC,Onslow County,"193,893","47,275","17,861","5,432","13,030","8,493","9,484","12,279","23,452",136
1956,NC,Orange County,"144,946","28,719","19,421","3,300","10,624","8,219","9,620","12,091","18,210",99
1957,NC,Pamlico County,"12,689","1,943","3,671",223,"1,015","1,052","1,326","1,529","2,082",8
1958,NC,Pasquotank County,"39,743","8,839","6,565","1,015","2,856","2,426","2,913","3,562","7,579",27
1959,NC,Pender County,"60,958","13,649","10,768","1,568","4,419","3,938","4,775","5,813","7,548",41
1960,NC,Perquimans County,"13,474","2,534","3,548",291,"1,032","1,047","1,313","1,525","2,406",9
1961,NC,Person County,"39,370","8,380","7,501",962,"2,902","2,648","3,229","3,903","5,882",26
1962,NC,Pitt County,"179,042","38,559","22,879","4,431","12,766","9,629","11,208","14,098","37,388",122
1963,NC,Polk County,"20,558","3,371","6,260",387,"1,629","1,740","2,205","2,523","2,529",14
1964,NC,Randolph County,"143,282","32,811","24,777","3,770","10,307","9,118","11,036","13,456","22,342",98
1965,NC,Richmond County,"44,798","10,237","7,936","1,176","3,210","2,824","3,420","4,146","10,795",30
1966,NC,Robeson County,"132,606","33,293","19,563","3,825","9,165","7,601","9,062","11,189","37,204",90
1967,NC,Rockingham County,"90,949","18,577","18,119","2,134","6,787","6,275","7,678","9,241","14,628",62
1968,NC,Rowan County,"140,644","31,530","24,068","3,623","10,144","8,849","10,681","13,031","20,790",96
1969,NC,Rutherford County,"66,551","13,882","14,033","1,595","4,939","4,647","5,717","6,818","10,557",45
1970,NC,Sampson County,"63,430","15,630","10,956","1,796","4,445","3,921","4,749","5,763","12,925",43
1971,NC,Scotland County,"35,093","8,067","6,195",927,"2,505","2,192","2,652","3,214","8,570",24
1972,NC,Stanly County,"61,482","13,322","11,497","1,530","4,487","4,023","4,892","5,908","7,367",42
1973,NC,Stokes County,"45,717","8,700","9,436",999,"3,481","3,259","3,997","4,806","6,373",31
1974,NC,Surry County,"72,224","15,460","14,416","1,776","5,310","4,898","5,996","7,192","11,479",49
1975,NC,Swain County,"14,294","3,189","2,702",366,"1,033",927,"1,128","1,358","2,226",9
1976,NC,Transylvania County,"33,956","5,343","10,158",613,"2,692","2,803","3,541","4,047","5,010",23
1977,NC,Tyrrell County,"4,052",773,815,88,304,273,333,399,870,2
1978,NC,Union County,"231,366","63,059","28,554","7,246","15,631","12,755","15,068","19,025","20,824",158
1979,NC,Vance County,"44,211","10,537","7,998","1,210","3,138","2,811","3,417","4,130","10,217",30
1980,NC,Wake County,"1,072,203","259,375","120,454","29,806","74,530","56,724","65,868","84,159","93,924",735
1981,NC,Warren County,"19,883","3,637","4,909",417,"1,526","1,499","1,866","2,186","3,966",13
1982,NC,Washington County,"12,012","2,451","2,843",281,899,882,"1,097","1,289","2,947",8
1983,NC,Watauga County,"55,121","7,198","8,628",827,"4,337","3,309","3,877","4,801","10,129",37
1984,NC,Wayne County,"124,172","29,112","20,039","3,345","8,785","7,444","8,931","10,931","24,577",85
1985,NC,Wilkes County,"68,576","14,232","14,421","1,635","5,091","4,775","5,870","7,002","12,516",47
1986,NC,Wilson County,"81,671","18,944","14,432","2,176","5,833","5,150","6,239","7,567","14,481",55
1987,NC,Yadkin County,"37,774","7,985","7,430",917,"2,791","2,572","3,146","3,787","5,022",25
1988,NC,Yancey County,"17,744","3,291","4,483",378,"1,358","1,348","1,681","1,962","2,903",12
1989,ND,Adams County,"2,318",439,620,28,157,119,202,221,215,1
1990,ND,Barnes County,"10,734","2,169","2,366",141,722,499,821,919,"1,094",5
1991,ND,Benson County,"6,936","2,395",949,155,385,240,374,437,"1,948",3
1992,ND,Billings County,940,182,199,11,64,43,70,78,86,0
1993,ND,Bottineau County,"6,530","1,408","1,518",91,430,309,515,572,628,3
1994,ND,Bowman County,"3,166",770,647,50,201,139,228,257,262,1
1995,ND,Burke County,"2,131",529,431,34,134,94,153,173,193,1
1996,ND,Burleigh County,"95,030","22,123","14,657","1,439","6,225","3,723","5,781","6,760","6,666",51
1997,ND,Cass County,"177,787","39,710","20,735","2,583","11,957","6,128","9,079","10,926","14,859",97
1998,ND,Cavalier County,"3,762",809,"1,030",52,246,192,329,357,352,2
1999,ND,Dickey County,"4,861","1,182","1,025",76,309,217,357,400,493,2
2000,ND,Divide County,"2,288",489,569,31,150,113,190,210,223,1
2001,ND,Dunn County,"4,289",989,665,64,279,176,272,322,444,2
2002,ND,Eddy County,"2,316",540,509,35,148,107,177,199,237,1
2003,ND,Emmons County,"3,301",654,891,42,220,172,293,321,450,1
2004,ND,Foster County,"3,257",708,722,46,213,153,252,283,254,1
2005,ND,Golden Valley County,"1,789",400,415,26,116,84,140,155,183,0
2006,ND,Grand Forks County,"70,795","14,660","8,668",953,"4,874","2,458","3,670","4,370","9,893",38
2007,ND,Grant County,"2,376",483,691,31,157,125,217,233,360,1
2008,ND,Griggs County,"2,258",431,671,28,152,120,209,224,192,1
2009,ND,Hettinger County,"2,483",574,571,37,160,114,191,211,273,1
2010,ND,Kidder County,"2,482",546,583,35,161,120,200,223,323,1
2011,ND,LaMoure County,"4,087",881,"1,054",57,267,205,347,381,414,2
2012,ND,Logan County,"1,918",416,517,27,125,97,166,180,241,1
2013,ND,McHenry County,"5,900","1,408","1,193",91,377,263,428,486,646,3
2014,ND,McIntosh County,"2,606",480,809,31,176,144,250,268,300,1
2015,ND,McKenzie County,"12,724","3,918","1,187",254,757,400,578,718,"1,066",6
2016,ND,McLean County,"9,685","2,065","2,207",134,639,460,761,851,862,5
2017,ND,Mercer County,"8,465","1,917","1,570",124,550,377,599,695,518,4
2018,ND,Morton County,"30,796","7,147","4,915",465,"2,014","1,232","1,922","2,243","2,513",16
2019,ND,Mountrail County,"10,265","2,765","1,163",179,642,356,527,643,981,5
2020,ND,Nelson County,"2,937",563,784,36,197,153,258,284,312,1
2021,ND,Oliver County,"1,940",482,417,31,121,89,147,165,181,1
2022,ND,Pembina County,"6,972","1,421","1,603",92,466,335,554,619,563,3
2023,ND,Pierce County,"4,099",900,948,58,268,193,321,357,454,2
2024,ND,Ramsey County,"11,519","2,703","2,218",175,744,500,807,920,"1,352",6
2025,ND,Ransom County,"5,297","1,204","1,081",78,344,240,389,443,386,2
2026,ND,Renville County,"2,463",559,477,36,160,110,177,203,189,1
2027,ND,Richland County,"16,351","3,513","2,802",228,"1,092",681,"1,072","1,242","1,535",8
2028,ND,Rolette County,"14,531","4,888","1,621",318,823,477,715,865,"3,884",7
2029,ND,Sargent County,"3,858",820,863,53,255,182,300,336,293,2
2030,ND,Sheridan County,"1,353",255,421,16,91,75,131,141,220,0
2031,ND,Sioux County,"4,376","1,624",335,105,236,124,176,223,"1,541",2
2032,ND,Slope County,771,156,178,10,51,38,62,70,93,0
2033,ND,Stark County,"30,209","7,813","4,086",508,"1,920","1,096","1,675","1,981","2,668",16
2034,ND,Steele County,"1,917",421,450,27,125,92,154,171,148,1
2035,ND,Stutsman County,"21,087","4,252","3,909",276,"1,427",919,"1,462","1,681","1,880",11
2036,ND,Towner County,"2,253",478,537,31,147,113,187,210,225,1
2037,ND,Traill County,"8,013","1,823","1,557",118,522,351,566,644,587,4
2038,ND,Walsh County,"10,855","2,468","2,259",160,705,493,804,909,"1,098",5
2039,ND,Ward County,"68,946","16,108","8,534","1,048","4,573","2,384","3,582","4,258","6,670",37
2040,ND,Wells County,"4,022",824,"1,116",53,266,210,360,392,425,2
2041,ND,Williams County,"33,349","9,310","3,265",605,"2,073","1,077","1,562","1,928","2,184",18
2042,OH,Adams County,"27,726","6,676","4,825",577,"2,088","1,839","2,209","2,496","5,092",19
2043,OH,Allen County,"103,198","23,897","17,781","2,065","7,862","6,655","7,981","9,022","14,723",70
2044,OH,Ashland County,"53,628","12,205","9,793","1,054","4,098","3,541","4,287","4,822","5,837",36
2045,OH,Ashtabula County,"97,807","21,702","18,163","1,875","7,536","6,715","8,125","9,141","18,127",67
2046,OH,Athens County,"66,597","9,680","8,346",836,"5,699","3,860","4,306","5,067","16,259",45
2047,OH,Auglaize County,"45,778","11,122","8,183",961,"3,432","3,020","3,650","4,110","3,936",31
